Date,Price
2020-04-03,955.7163474467155
2020-04-04,953.7558066810548
2020-04-05,946.4382319403942
2020-04-06,947.9188333257171
2020-04-07,949.2241096866164
2020-04-08,949.2496769698288
2020-04-09,948.076741302953
2020-04-10,940.9998875927009
2020-04-11,938.8966609788741
2020-04-12,937.1830883962404
2020-04-13,933.1717020501322
2020-04-14,932.3652734918022
2020-04-15,934.3855277758748
2020-04-16,943.8164572819276
2020-04-17,944.6893463460867
2020-04-18,945.9770982997005
2020-04-19,945.6048687208697
2020-04-20,936.0110126443745
2020-04-21,935.8784432671284
2020-04-22,936.1795943168336
2020-04-23,948.49580487926
2020-04-24,947.5340000553543
2020-04-25,949.0417367670225
2020-04-26,948.8681779184963
2020-04-27,943.0247877303985
2020-04-28,948.7389018029737
2020-04-29,952.4985669664076
2020-04-30,956.4537267016228
2020-05-01,951.9067894276491
2020-05-02,958.9207609823295
2020-05-03,951.9115056683681
2020-05-04,954.8457911373695
2020-05-05,965.7980692664194
2020-05-06,960.8453876407659
2020-05-07,958.0138989927522
2020-05-08,958.5121558181903
2020-05-09,955.9947775476094
2020-05-10,948.2414603922787
2020-05-11,948.5842752663089
2020-05-12,943.2727566976782
2020-05-13,945.6407188508542
2020-05-14,941.0435976796851
2020-05-15,948.7932697047729
2020-05-16,944.8770032430916
2020-05-17,943.2666956620633
2020-05-18,947.3342817489116
2020-05-19,941.1799601667419
2020-05-20,942.3172598397625
2020-05-21,948.8529736111747
2020-05-22,940.8155574383685
2020-05-23,941.73872673103
2020-05-24,943.0381407022721
2020-05-25,946.9472550611587
2020-05-26,940.7625015067683
2020-05-27,934.160218441347
2020-05-28,936.7699262694314
2020-05-29,938.2548496355973
2020-05-30,939.5073138873267
2020-05-31,941.2395549348116
2020-06-01,937.8394313269191
2020-06-02,939.0006998127242
2020-06-03,940.4660621792176
2020-06-04,936.8943050890857
2020-06-05,946.2231776448095
2020-06-06,948.5923422493685
2020-06-07,942.6358247633552
2020-06-08,945.9185928065244
2020-06-09,941.0451844553878
2020-06-10,944.9806074741
2020-06-11,950.7735853691371
2020-06-12,946.6701737773785
2020-06-13,951.4870544236001
2020-06-14,953.5509590582826
2020-06-15,957.661259858255
2020-06-16,967.1452247715248
2020-06-17,965.9182841915105
2020-06-18,962.149603369723
2020-06-19,957.7020312215953
2020-06-20,953.6229797967682
2020-06-21,953.2374712496976
2020-06-22,954.9432311237808
2020-06-23,956.326685120431
2020-06-24,960.4626013656111
2020-06-25,960.5276108250006
2020-06-26,967.7952812107872
2020-06-27,966.4719970445974
2020-06-28,980.0728428775456
2020-06-29,983.2011796163706
2020-06-30,978.9153918342892
2020-07-01,973.5609293439836
2020-07-02,975.9732914201995
2020-07-03,974.8559774935702
2020-07-04,978.4259799640307
2020-07-05,980.7921680868984
2020-07-06,980.4280235236141
2020-07-07,976.194054933272
2020-07-08,968.6198188098427
2020-07-09,966.3872440495077
2020-07-10,970.669238021125
2020-07-11,971.739706741776
2020-07-12,965.5110128482161
2020-07-13,966.3769174774719
2020-07-14,968.3035043761162
2020-07-15,963.8842171951105
2020-07-16,964.6528427248381
2020-07-17,964.9438863170681
2020-07-18,959.229034827915
2020-07-19,961.0179716296564
2020-07-20,963.8218942614976
2020-07-21,969.2371504773739
2020-07-22,974.5061607375485
2020-07-23,967.617813897763
2020-07-24,962.9286886981874
2020-07-25,965.5038650342307
2020-07-26,968.0727947887917
2020-07-27,970.648033220322
2020-07-28,989.9116906735956
2020-07-29,992.7661432270614
2020-07-30,998.4439714279645
2020-07-31,1003.2139802454304
2020-08-01,1006.4709365019594
2020-08-02,1004.8945902787577
2020-08-03,1008.689436381224
2020-08-04,1004.8253103085361
2020-08-05,1003.6412172748361
2020-08-06,1001.2143995356906
2020-08-07,1001.6237702326223
2020-08-08,1013.1970630659898
2020-08-09,1003.860737103031
2020-08-10,1007.2920380549036
2020-08-11,999.2284586989554
2020-08-12,996.8687993700082
2020-08-13,1002.313552354845
2020-08-14,1002.6349524503223
2020-08-15,997.2462285606758
2020-08-16,993.6697100143759
2020-08-17,997.0676987590493
2020-08-18,993.4158656004637
2020-08-19,994.4981585483736
2020-08-20,994.7260177478926
2020-08-21,991.4680160098635
2020-08-22,1002.1877364564901
2020-08-23,1005.3573315680802
2020-08-24,995.2316186347922
2020-08-25,996.1638902086393
2020-08-26,992.8549578847974
2020-08-27,997.1171245587784
2020-08-28,993.1545208666149
2020-08-29,992.5808386592805
2020-08-30,995.1057750541828
2020-08-31,999.4345510250333
2020-09-01,993.4330689897545
2020-09-02,991.7605628105497
2020-09-03,989.385836254745
2020-09-04,986.1191900918764
2020-09-05,994.9464612932819
2020-09-06,996.9713698480866
2020-09-07,990.6669500764115
2020-09-08,995.2562598116854
2020-09-09,1005.8670407967485
2020-09-10,1011.0293670995043
2020-09-11,1003.4325172697341
2020-09-12,1001.0113469054029
2020-09-13,1007.345902651336
2020-09-14,1003.8075553232421
2020-09-15,1006.0266524639733
2020-09-16,1009.8998227311199
2020-09-17,1005.2651703732295
2020-09-18,1004.9675435929205
2020-09-19,988.7612068925752
2020-09-20,983.6392686859037
2020-09-21,982.3764279289379
2020-09-22,976.1375120191136
2020-09-23,984.2995685387718
2020-09-24,977.1488616489687
2020-09-25,974.9486392154837
2020-09-26,975.6023421019142
2020-09-27,982.8087085472448
2020-09-28,975.6293977913476
2020-09-29,981.4452165521224
2020-09-30,981.4963818572203
2020-10-01,976.5888386019806
2020-10-02,978.8993559732969
2020-10-03,979.8946544511642
2020-10-04,976.8935700653703
2020-10-05,977.2425804903204
2020-10-06,975.3160125060116
2020-10-07,975.8835992322678
2020-10-08,979.1942526048731
2020-10-09,987.1243366855998
2020-10-10,980.9352591914655
2020-10-11,991.6004260647469
2020-10-12,981.8399870671344
2020-10-13,981.0810615919565
2020-10-14,984.0226476243794
2020-10-15,985.4276069630546
2020-10-16,982.3141093639515
2020-10-17,981.2734981121652
2020-10-18,978.808493438871
2020-10-19,975.86166965415
2020-10-20,980.109680139255
2020-10-21,981.8947575690803
2020-10-22,978.430209592777
2020-10-23,982.9282089699433
2020-10-24,984.4647065743263
2020-10-25,988.5290171685211
2020-10-26,991.6771613781392
2020-10-27,987.5321863235289
2020-10-28,984.731281122544
2020-10-29,988.4677491481604
2020-10-30,991.5196004753276
2020-10-31,991.4150925055069
2020-11-01,992.0017294220509
2020-11-02,998.3900539009929
2020-11-03,995.4321969568138
2020-11-04,998.1676838626639
2020-11-05,997.1567206004945
2020-11-06,996.0683145843584
2020-11-07,1001.5621988442944
2020-11-08,1005.6892805892345
2020-11-09,1009.7568287692377
2020-11-10,1016.2842228050093
2020-11-11,1016.3892420131731
2020-11-12,1019.799006869648
2020-11-13,1018.2476730866807
2020-11-14,1019.8685048491229
2020-11-15,1019.2177895772844
2020-11-16,1019.702769402248
2020-11-17,1022.6785545294326
2020-11-18,1018.5874511132653
2020-11-19,1029.0493874916926
2020-11-20,1024.019300584194
2020-11-21,1017.9483575202554
2020-11-22,1023.7389118877558
2020-11-23,1027.6972253575705
2020-11-24,1030.8178244428311
2020-11-25,1033.9595519891525
2020-11-26,1033.898318124918
2020-11-27,1029.412046267489
2020-11-28,1029.7910690584574
2020-11-29,1026.405260500897
2020-11-30,1031.2808591679857
2020-12-01,1030.545572260475
2020-12-02,1026.4180862765124
2020-12-03,1024.8111570682474
2020-12-04,1026.8758143396255
2020-12-05,1024.0571915756057
2020-12-06,1019.9460895977735
2020-12-07,1021.1645256552331
2020-12-08,1022.3893585107767
2020-12-09,1019.8546426339211
2020-12-10,1017.4994511058295
2020-12-11,1018.6597007926176
2020-12-12,1011.419279085131
2020-12-13,1004.3819602132482
2020-12-14,1000.7897391069861
2020-12-15,999.7225033484268
2020-12-16,1001.2770411764169
2020-12-17,1008.6538222611646
2020-12-18,1012.9421203771747
2020-12-19,1012.1424277273576
2020-12-20,1012.0473466878441
2020-12-21,1007.0346998646551
2020-12-22,1006.9421341846931
2020-12-23,1005.4988409900924
2020-12-24,1007.1124337917829
2020-12-25,1002.9762790740212
2020-12-26,1005.5730116452271
2020-12-27,1013.2367062102401
2020-12-28,1012.6929054679557
2020-12-29,1014.7014640784504
2020-12-30,1018.152184037006
2020-12-31,1016.1460816775768
2021-01-01,1017.2665440866289
2021-01-02,1017.3295060905378
2021-01-03,1017.8178865832821
2021-01-04,1013.9528376640047
2021-01-05,1014.0753885352995
2021-01-06,1016.5653799915267
2021-01-07,1023.8210980305018
2021-01-08,1028.617452160928
2021-01-09,1039.3833644484857
2021-01-10,1035.5466266340454
2021-01-11,1039.9082298176488
2021-01-12,1040.8249398463406
2021-01-13,1051.7739545124289
2021-01-14,1047.7324630856533
2021-01-15,1043.5338538747494
2021-01-16,1040.5368906475292
2021-01-17,1029.9174120259802
2021-01-18,1027.2886369175765
2021-01-19,1023.4929736098079
2021-01-20,1024.244942542189
2021-01-21,1025.9537224210746
2021-01-22,1035.3345766171542
2021-01-23,1040.0866958080844
2021-01-24,1037.2021775297724
2021-01-25,1032.7101041730307
2021-01-26,1035.169700030563
2021-01-27,1028.5685339954598
2021-01-28,1037.7258278247316
2021-01-29,1043.623028428338
2021-01-30,1041.2771501678146
2021-01-31,1032.7114775223602
2021-02-01,1039.4808393931874
2021-02-02,1038.908140166924
2021-02-03,1045.0972217267915
2021-02-04,1037.1250834328196
2021-02-05,1034.1282083180508
2021-02-06,1034.1544268166417
2021-02-07,1034.3893297854654
2021-02-08,1032.1390024280693
2021-02-09,1035.2532520898067
2021-02-10,1029.9151499428938
2021-02-11,1029.2032525177872
2021-02-12,1029.8047306763467
2021-02-13,1032.3769248466406
2021-02-14,1035.9349992370849
2021-02-15,1030.3117887778956
2021-02-16,1022.6412179242175
2021-02-17,1029.02960203371
2021-02-18,1030.691172093608
2021-02-19,1026.9487394108253
2021-02-20,1034.7044992884378
2021-02-21,1035.2828724599021
2021-02-22,1041.1793583802212
2021-02-23,1041.5169507872718
2021-02-24,1051.8206904116817
2021-02-25,1060.5973946238978
2021-02-26,1059.3525738815024
2021-02-27,1064.2104286362742
2021-02-28,1067.4373083842
2021-03-01,1074.2804661718617
2021-03-02,1069.455848868961
2021-03-03,1072.8861061689533
2021-03-04,1078.1782286032012
2021-03-05,1069.3845311710857
2021-03-06,1063.4682386077568
2021-03-07,1053.2720777189563
2021-03-08,1051.9250435467334
2021-03-09,1055.5127548257133
2021-03-10,1063.0245400861934
2021-03-11,1063.3950139882922
2021-03-12,1071.5380917161488
2021-03-13,1064.6375844250742
2021-03-14,1056.1206722282986
2021-03-15,1055.8429337338155
2021-03-16,1057.7632609785119
2021-03-17,1057.5997872380415
2021-03-18,1047.2625767378422
2021-03-19,1046.8169765402781
2021-03-20,1040.294629037754
2021-03-21,1043.6429917819041
2021-03-22,1045.4759830123883
2021-03-23,1040.7765840807515
2021-03-24,1038.207249494068
2021-03-25,1032.9111818846234
2021-03-26,1032.5977863982575
2021-03-27,1037.3734980007637
2021-03-28,1032.444867769086
2021-03-29,1034.9651003466752
2021-03-30,1032.313812254813
2021-03-31,1028.3494480935012
2021-04-01,1027.8142962937284
2021-04-02,1022.6380846816317
2021-04-03,1019.8698381548957
2021-04-04,1013.8804486919514
2021-04-05,1023.7040743565334
2021-04-06,1023.880392116392
2021-04-07,1020.3817645764291
2021-04-08,1021.4516641301002
2021-04-09,1020.8900238816461
2021-04-10,1019.78517588398
2021-04-11,1022.8560093841971
2021-04-12,1026.6435479344336
2021-04-13,1023.9910421963809
2021-04-14,1021.1119509931576
2021-04-15,1019.7366925073993
2021-04-16,1008.2270866837214
2021-04-17,1000.6511313727286
2021-04-18,1007.4855027099513
2021-04-19,1015.7103412774577
2021-04-20,1014.4651610796758
2021-04-21,1017.3479458949547
2021-04-22,1018.9041966676723
2021-04-23,1034.2986007099485
2021-04-24,1039.8964752671213
2021-04-25,1039.2568873097175
2021-04-26,1034.4791851067155
2021-04-27,1026.4469535054275
2021-04-28,1027.4642716847636
2021-04-29,1023.6825179583421
2021-04-30,1016.5712494103539
2021-05-01,1013.3383849891412
2021-05-02,1007.9306449710692
2021-05-03,1016.3663531464321
2021-05-04,1020.7745519311793
2021-05-05,1020.7346887245961
2021-05-06,1028.1344094190463
2021-05-07,1028.5212509572843
2021-05-08,1024.214829950643
2021-05-09,1031.8304503369914
2021-05-10,1034.5250005554146
2021-05-11,1029.3387697837825
2021-05-12,1028.3870763933644
2021-05-13,1024.0089851264406
2021-05-14,1017.0949864716189
2021-05-15,1021.7258742092771
2021-05-16,1031.2729574116277
2021-05-17,1024.280119542532
2021-05-18,1027.0949657259848
2021-05-19,1023.8417528803758
2021-05-20,1021.4061259615522
2021-05-21,1018.444156340358
2021-05-22,1014.1242024919588
2021-05-23,1014.3668106316829
2021-05-24,1010.2120600496278
2021-05-25,1011.564344178527
2021-05-26,1011.3131536312814
2021-05-27,1010.1184133969492
2021-05-28,1005.5805950867413
2021-05-29,1002.6967384338996
2021-05-30,1006.4736945630284
2021-05-31,1008.9782805011503
2021-06-01,1004.0905042771575
2021-06-02,1004.5871658043037
2021-06-03,1008.3441014211626
2021-06-04,999.9970750155558
2021-06-05,1002.7138759774555
2021-06-06,999.4007571827262
2021-06-07,1002.253750525692
2021-06-08,998.4374547429794
2021-06-09,989.4130442396568
2021-06-10,981.275332050241
2021-06-11,981.5157567835479
2021-06-12,982.8143692921553
2021-06-13,978.2927861666333
2021-06-14,981.4857484605201
2021-06-15,973.1781481491753
2021-06-16,972.8477491559388
2021-06-17,966.7926681571265
2021-06-18,963.5334876181157
2021-06-19,963.7704809746978
2021-06-20,959.4684141482779
2021-06-21,957.5456364271289
2021-06-22,962.5771004732011
2021-06-23,959.6926411255853
2021-06-24,963.8711016859111
2021-06-25,958.2225674126229
2021-06-26,960.8715883021994
2021-06-27,968.0794314054889
2021-06-28,955.7212089048523
2021-06-29,951.7367326275
2021-06-30,954.6220932634027
2021-07-01,953.6068663331878
2021-07-02,955.4625957000443
2021-07-03,952.4426697664652
2021-07-04,952.8756187038297
2021-07-05,952.0972325268693
2021-07-06,957.9361428351683
2021-07-07,959.2082470516743
2021-07-08,960.8962603620504
2021-07-09,958.8368755314381
2021-07-10,956.3988444110756
2021-07-11,954.2360534719775
2021-07-12,956.208314183869
2021-07-13,954.1033917797677
2021-07-14,955.5522660642497
2021-07-15,965.929270057477
2021-07-16,970.2848935746354
2021-07-17,968.6547759137961
2021-07-18,974.6608455246159
2021-07-19,972.6204686595081
2021-07-20,962.4298459836189
2021-07-21,957.3894144290318
2021-07-22,948.0354548239026
2021-07-23,946.277887403696
2021-07-24,946.3699792996438
2021-07-25,954.7521658610202
2021-07-26,956.3868027298411
2021-07-27,955.2913000857967
2021-07-28,959.4383279917141
2021-07-29,948.3826514466747
2021-07-30,949.5607242372175
2021-07-31,953.4150502066524
2021-08-01,946.0221189777532
2021-08-02,951.7408891937878
2021-08-03,953.4333712312599
2021-08-04,951.3569316617559
2021-08-05,954.5208409922873
2021-08-06,965.8743052813093
2021-08-07,966.7836365566018
2021-08-08,968.0247394881035
2021-08-09,965.7279349904022
2021-08-10,961.4787131430783
2021-08-11,965.6303922257995
2021-08-12,961.3499730962551
2021-08-13,961.7078042823521
2021-08-14,959.3195170485266
2021-08-15,961.7144161772585
2021-08-16,963.3827267036933
2021-08-17,968.5704264249828
2021-08-18,966.020344430709
2021-08-19,964.6709697542422
2021-08-20,959.7771511753306
2021-08-21,957.5556848749501
2021-08-22,959.4421873401743
2021-08-23,963.227130423401
2021-08-24,958.6163038025129
2021-08-25,962.9643334030412
2021-08-26,969.742522697066
2021-08-27,971.8096972131844
2021-08-28,981.1936762759748
2021-08-29,977.324730280457
2021-08-30,971.1014567638999
2021-08-31,962.2078555193784
2021-09-01,969.6880770768244
2021-09-02,972.9599053585947
2021-09-03,972.6819820040424
2021-09-04,974.0818251356416
2021-09-05,968.4543798991497
2021-09-06,980.6831397972337
2021-09-07,981.3292457071099
2021-09-08,981.8762196801343
2021-09-09,985.5050527996278
2021-09-10,987.9100989583114
2021-09-11,989.029519079707
2021-09-12,985.0771468024805
2021-09-13,987.4344885881604
2021-09-14,996.8446110705356
2021-09-15,1003.5717113013105
2021-09-16,1011.5376444345075
2021-09-17,1008.9815660523516
2021-09-18,1004.0335419510587
2021-09-19,1003.4046073505605
2021-09-20,1003.6832319120039
2021-09-21,1009.1541895043587
2021-09-22,1000.6918663557846
2021-09-23,1008.3396179530877
2021-09-24,1007.5495784601927
2021-09-25,1005.4151731104556
2021-09-26,1000.3546512341547
2021-09-27,992.0803678748259
2021-09-28,996.1962207946355
2021-09-29,996.5628106305775
2021-09-30,990.1130061318722
2021-10-01,983.6376122715542
2021-10-02,981.9586887751035
2021-10-03,990.3037964015505
2021-10-04,989.0058396447324
2021-10-05,981.490124879142
2021-10-06,980.2614095587122
2021-10-07,978.8977917099738
2021-10-08,965.4133584952659
2021-10-09,965.1418841626769
2021-10-10,963.9872115116335
2021-10-11,967.4682433357007
2021-10-12,976.7130238104273
2021-10-13,982.3458489581661
2021-10-14,981.001405505392
2021-10-15,975.4687759616836
2021-10-16,988.3355749779329
2021-10-17,988.6316671480054
2021-10-18,988.7013136075701
2021-10-19,988.5806881720201
2021-10-20,989.5711119758594
2021-10-21,988.8493099162397
2021-10-22,985.9809998818384
2021-10-23,983.2467051756365
2021-10-24,983.0829388245565
2021-10-25,980.3658149688877
2021-10-26,976.8015860555018
2021-10-27,977.3337371939614
2021-10-28,976.0588511068571
2021-10-29,983.5788160497705
2021-10-30,970.3239670078054
2021-10-31,975.7815012674178
2021-11-01,982.011927229906
2021-11-02,971.6449760678652
2021-11-03,969.9315380974634
2021-11-04,968.0743337674845
2021-11-05,961.0367752938954
2021-11-06,957.1476918559409
2021-11-07,951.5948126286119
2021-11-08,960.35616484573
2021-11-09,965.0345568114673
2021-11-10,971.3923322864381
2021-11-11,975.0006926066542
2021-11-12,969.3554337505681
2021-11-13,966.7328324191692
2021-11-14,969.1797052253088
2021-11-15,963.0690661808491
2021-11-16,966.634058331711
2021-11-17,965.4324313409204
2021-11-18,963.5583273031724
2021-11-19,967.1131271441898
2021-11-20,969.33444370162
2021-11-21,967.5296128725246
2021-11-22,973.3262618893458
2021-11-23,967.9209452513463
2021-11-24,971.0006232860677
2021-11-25,973.9661295759096
2021-11-26,972.4183973793397
2021-11-27,974.0490624905502
2021-11-28,967.7934946086237
2021-11-29,972.4136297046582
2021-11-30,971.4891190224433
2021-12-01,968.8755039198481
2021-12-02,974.1205500490325
2021-12-03,970.5988315963187
2021-12-04,963.5565251145009
2021-12-05,955.7733792468814
2021-12-06,958.8034290036096
2021-12-07,952.4012822411282
2021-12-08,961.17525315105
2021-12-09,950.7656061116314
2021-12-10,959.2478879530817
2021-12-11,960.3029752890947
2021-12-12,959.8194097297428
2021-12-13,957.094814295698
2021-12-14,959.0904948674583
2021-12-15,958.9023213553342
2021-12-16,964.4188307654167
2021-12-17,964.9899690087269
2021-12-18,965.7414778160363
2021-12-19,963.923416754967
2021-12-20,963.6386886363617
2021-12-21,965.177697480822
2021-12-22,956.6268555175388
2021-12-23,949.8859284070103
2021-12-24,953.6022488771239
2021-12-25,954.4565760677635
2021-12-26,953.5366593860002
2021-12-27,953.6288290513271
2021-12-28,955.3667375781355
2021-12-29,952.6679391765887
2021-12-30,948.7764155495771
2021-12-31,949.7556418250655
2022-01-01,944.8637779369903
2022-01-02,946.9050417155627
2022-01-03,938.3921236943735
2022-01-04,943.5379018810017
2022-01-05,945.9008892930669
2022-01-06,947.1810379646363
2022-01-07,952.094492884364
2022-01-08,960.4218651066768
2022-01-09,965.4937154317674
2022-01-10,956.2893442751092
2022-01-11,949.8914594414307
2022-01-12,946.7673665529524
2022-01-13,946.8978218040065
2022-01-14,949.4861169063521
2022-01-15,945.8573978405848
2022-01-16,946.7912316629702
2022-01-17,943.0143170012035
2022-01-18,939.9567279862438
2022-01-19,932.9234225020027
2022-01-20,928.3072562714482
2022-01-21,921.5488332433665
2022-01-22,916.6694669784798
2022-01-23,921.9376759615191
2022-01-24,917.1906815173593
2022-01-25,930.3525918415463
2022-01-26,932.8191813459507
2022-01-27,933.743361964425
2022-01-28,929.451573063519
2022-01-29,932.9531224605639
2022-01-30,930.0749333293751
2022-01-31,930.6849824026019
2022-02-01,943.4854050939458
2022-02-02,943.0051055953227
2022-02-03,948.751472226751
2022-02-04,945.2355901011216
2022-02-05,945.0606476486367
2022-02-06,953.9146508268143
2022-02-07,950.7798155378755
2022-02-08,959.8420583278601
2022-02-09,963.3808180051375
2022-02-10,960.5684841256661
2022-02-11,963.7305228209437
2022-02-12,968.5932950690774
2022-02-13,971.7023448801634
2022-02-14,963.8512212807111
2022-02-15,960.2155354015867
2022-02-16,958.9779422238292
2022-02-17,958.605775078329
2022-02-18,961.7091355660824
2022-02-19,962.5976405707487
2022-02-20,955.9209187771982
2022-02-21,957.821908032228
2022-02-22,960.8748367586471
2022-02-23,963.6737889983023
2022-02-24,969.0776926260754
2022-02-25,973.2473033988199
2022-02-26,975.5432037949621
2022-02-27,975.1923752376689
2022-02-28,966.8875705700889
2022-03-01,969.0356616657518
2022-03-02,970.0741001015674
2022-03-03,971.4319942875443
2022-03-04,965.0482514084428
2022-03-05,959.6429687064013
2022-03-06,964.9087329730659
2022-03-07,964.7109572037826
2022-03-08,968.1184606906457
2022-03-09,968.260052571298
2022-03-10,968.4088332687768
2022-03-11,973.1002522986568
2022-03-12,970.5200286575699
2022-03-13,971.0006325422748
2022-03-14,968.6892560987496
2022-03-15,966.516774961588
2022-03-16,964.9709143442449
2022-03-17,966.0815832024134
2022-03-18,963.687840094096
2022-03-19,969.9666207219636
2022-03-20,965.4935842108661
2022-03-21,964.5592259900593
2022-03-22,962.3605706986884
2022-03-23,969.5954601204571
2022-03-24,970.5782340030149
2022-03-25,975.7374567003582
2022-03-26,968.3096548351733
2022-03-27,969.6449061645196
2022-03-28,974.0930601426368
2022-03-29,974.5044800890139
2022-03-30,979.8318819643406
2022-03-31,977.2454397138388
2022-04-01,984.2921769147667
2022-04-02,995.7866675328629
2022-04-03,993.9724747306647
2022-04-04,991.7449621236608
2022-04-05,999.0118845092493
2022-04-06,1006.9097452379028
2022-04-07,1004.2954451021365
2022-04-08,1002.1945110166572
2022-04-09,1000.7855879723547
2022-04-10,994.0633354171833
2022-04-11,989.4700756847623
2022-04-12,984.449371851002
2022-04-13,980.6103840254814
2022-04-14,980.4369595885474
2022-04-15,981.60803325123
2022-04-16,989.3605357153004
2022-04-17,984.3687655116065
2022-04-18,989.2903775039894
2022-04-19,988.2204332828618
2022-04-20,987.9731147345997
2022-04-21,991.3472121954327
2022-04-22,985.7336020876212
2022-04-23,987.6456508185414
2022-04-24,988.4779118596067
2022-04-25,990.9401681796475
2022-04-26,992.3860113991866
2022-04-27,1004.662512098741
2022-04-28,1001.4738121774844
2022-04-29,998.8188274024753
2022-04-30,995.7031247703516
2022-05-01,992.9257391745502
2022-05-02,989.7388035380177
2022-05-03,995.6838861935554
2022-05-04,1002.7864074335047
2022-05-05,999.9326759647573
2022-05-06,995.7708980992362
2022-05-07,998.1279758811683
2022-05-08,995.3668606597633
2022-05-09,998.5315197485409
2022-05-10,999.5461348527974
2022-05-11,991.9674142778113
2022-05-12,999.7049402844616
2022-05-13,1008.6843286499392
2022-05-14,1005.6203851975172
2022-05-15,1003.6818773978373
2022-05-16,1005.1112043514619
2022-05-17,1006.7834883013969
2022-05-18,1010.0762096647611
2022-05-19,1020.1272323585929
2022-05-20,1019.2424962211226
2022-05-21,1015.2510099984304
2022-05-22,1008.3544138583577
2022-05-23,1004.6997636586481
2022-05-24,1004.5341287942791
2022-05-25,1013.5069181118681
2022-05-26,1010.9188616166872
2022-05-27,1012.0378013748817
2022-05-28,1011.955686894518
2022-05-29,1017.8976532617584
2022-05-30,1030.5323153911265
2022-05-31,1027.8779715265248
2022-06-01,1025.4307743139339
2022-06-02,1030.651578699279
2022-06-03,1034.0610361474107
2022-06-04,1043.294572776091
2022-06-05,1046.2142137027206
2022-06-06,1044.4177532487854
2022-06-07,1047.371027402247
2022-06-08,1052.9145453051615
2022-06-09,1057.0169562111482
2022-06-10,1059.5533263666848
2022-06-11,1064.8866998146304
2022-06-12,1070.733177766859
2022-06-13,1077.6439727220466
2022-06-14,1080.8875221599947
2022-06-15,1080.0519317584105
2022-06-16,1080.785500190577
2022-06-17,1086.8180450231189
2022-06-18,1082.7333666681827
2022-06-19,1084.5767332125472
2022-06-20,1082.6100391509103
2022-06-21,1082.7537632655844
2022-06-22,1089.146022578621
2022-06-23,1090.1015179187204
2022-06-24,1090.3337006595013
2022-06-25,1083.5344199546016
2022-06-26,1087.2656877847378
2022-06-27,1090.493108690443
2022-06-28,1101.3093823069705
2022-06-29,1099.7704911322055
2022-06-30,1100.866242770525
2022-07-01,1102.113161189079
2022-07-02,1110.0004275878962
2022-07-03,1109.5239499259615
2022-07-04,1110.9190575548132
2022-07-05,1113.958540103396
2022-07-06,1114.8915857191778
